"","closestSp","predVal","lcl_predInt","ucl_predInt"
"Polyodon_spathula",NA,NA,NA,NA
"Psephurus_gladius",NA,NA,NA,NA
"Scaphirhynchus_albus",NA,NA,NA,NA
"Scaphirhynchus_platorynchus",NA,NA,NA,NA
"Scaphirhynchus_suttkusi",NA,NA,NA,NA
"Huso_huso",NA,NA,NA,NA
"Acipenser_dabryanus",NA,NA,NA,NA
"Acipenser_nudiventris",NA,NA,NA,NA
"Acipenser_ruthenus",NA,NA,NA,NA
"Acipenser_gueldenstaedtii",NA,NA,NA,NA
"Acipenser_naccarii",NA,NA,NA,NA
"Acipenser_persicus",NA,NA,NA,NA
"Acipenser_baerii_baerii",NA,NA,NA,NA
"Acipenser_brevirostrum",NA,NA,NA,NA
"Acipenser_fulvescens",NA,NA,NA,NA
"Acipenser_stellatus",NA,NA,NA,NA
"Pseudoscaphirhynchus_hermanni",NA,NA,NA,NA
"Pseudoscaphirhynchus_kaufmanni",NA,NA,NA,NA
"Acipenser_sinensis",NA,NA,NA,NA
"Acipenser_schrenckii",NA,NA,NA,NA
"Acipenser_transmontanus",NA,NA,NA,NA
"Acipenser_medirostris",NA,NA,NA,NA
"Acipenser_mikadoi",NA,NA,NA,NA
"Huso_dauricus",NA,NA,NA,NA
"Acipenser_oxyrinchus_oxyrinchus",NA,NA,NA,NA
"Acipenser_sturio",NA,NA,NA,NA
"Chitala_chitala",NA,NA,NA,NA
"Chitala_ornata",NA,NA,NA,NA
"Notopterus_notopterus",NA,NA,NA,NA
"Xenomystus_nigri",NA,NA,NA,NA
"Arapaima_gigas",NA,NA,NA,NA
"Heterotis_niloticus",NA,NA,NA,NA
"Scleropages_formosus",NA,NA,NA,NA
"Scleropages_jardinii",NA,NA,NA,NA
"Scleropages_leichardti",NA,NA,NA,NA
"Osteoglossum_bicirrhosum",NA,NA,NA,NA
"Osteoglossum_ferreirai",NA,NA,NA,NA
"Pantodon_buchholzi",NA,NA,NA,NA
"Gymnarchus_niloticus",NA,NA,NA,NA
"Myomyrus_macrops",NA,NA,NA,NA
"Mormyrops_nigricans",NA,NA,NA,NA
"Mormyrops_masuianus",NA,NA,NA,NA
"Oxymormyrus_zanclirostris",NA,NA,NA,NA
"Marcusenius_ntemensis",NA,NA,NA,NA
"Paramormyrops_gabonensis",NA,NA,NA,NA
"Paramormyrops_hopkinsi",NA,NA,NA,NA
"Paramormyrops_curvifrons",NA,NA,NA,NA
"Paramormyrops_longicaudatus",NA,NA,NA,NA
"Brienomyrus_niger",NA,NA,NA,NA
"Pollimyrus_marchei",NA,NA,NA,NA
"Ivindomyrus_opdenboschi",NA,NA,NA,NA
"Boulengeromyrus_knoepffleri",NA,NA,NA,NA
"Marcusenius_devosi",NA,NA,NA,NA
"Marcusenius_senegalensis_senegalensis",NA,NA,NA,NA
"Marcusenius_altisambesi",NA,NA,NA,NA
"Marcusenius_macrolepidotus",NA,NA,NA,NA
"Hippopotamyrus_discorhynchus",NA,NA,NA,NA
"Hippopotamyrus_wilverthi",NA,NA,NA,NA
"Marcusenius_moorii",NA,NA,NA,NA
"Campylomormyrus_elephas",NA,NA,NA,NA
"Campylomormyrus_tshokwe",NA,NA,NA,NA
"Campylomormyrus_numenius",NA,NA,NA,NA
"Campylomormyrus_curvirostris",NA,NA,NA,NA
"Campylomormyrus_rhynchophorus",NA,NA,NA,NA
"Campylomormyrus_tamandua",NA,NA,NA,NA
"Gnathonemus_petersii",NA,NA,NA,NA
"Genyomyrus_donnyi",NA,NA,NA,NA
"Marcusenius_greshoffii",NA,NA,NA,NA
"Hippopotamyrus_longilateralis",NA,NA,NA,NA
"Hippopotamyrus_ansorgii",NA,NA,NA,NA
"Hippopotamyrus_szaboi",NA,NA,NA,NA
"Hyperopisus_bebe_bebe",NA,NA,NA,NA
"Brienomyrus_brachyistius",NA,NA,NA,NA
"Hippopotamyrus_pictus",NA,NA,NA,NA
"Isichthys_henryi",NA,NA,NA,NA
"Mormyrus_ovis",NA,NA,NA,NA
"Mormyrus_rume_rume",NA,NA,NA,NA
"Pollimyrus_adspersus",NA,NA,NA,NA
"Pollimyrus_petricolus",NA,NA,NA,NA
"Pollimyrus_isidori_isidori",NA,NA,NA,NA
"Pollimyrus_castelnaui",NA,NA,NA,NA
"Pollimyrus_marianne",NA,NA,NA,NA
"Petrocephalus_grandoculis",NA,NA,NA,NA
"Petrocephalus_sullivani",NA,NA,NA,NA
"Petrocephalus_christyi",NA,NA,NA,NA
"Petrocephalus_sauvagii",NA,NA,NA,NA
"Petrocephalus_bovei_bovei",NA,NA,NA,NA
"Petrocephalus_pallidomaculatus",NA,NA,NA,NA
"Petrocephalus_soudanensis",NA,NA,NA,NA
"Petrocephalus_simus",NA,NA,NA,NA
"Petrocephalus_balayi",NA,NA,NA,NA
"Petrocephalus_binotatus",NA,NA,NA,NA
"Petrocephalus_microphthalmus",NA,NA,NA,NA
"Hiodon_alosoides",NA,NA,NA,NA
"Barbourisia_rufa","Acanthogobius_flavimanus",3.07951155150484,0.152516323504938,13.4400683612444
"Gephyroberyx_darwinii","Acanthogobius_flavimanus",3.07951155942534,0.152515873053665,13.4400740610972
"Diretmus_argenteus","Acanthogobius_flavimanus",3.07951155942534,0.152515873053664,13.4400740610972
"Anoplogaster_cornuta","Acanthogobius_flavimanus",3.07951156500202,0.152515852520305,13.4400743578423
"Monocentris_japonica","Acanthogobius_flavimanus",3.07951155758481,0.152515937278825,13.4400732433792
"Hoplostethus_atlanticus","Acanthogobius_flavimanus",3.07951155758481,0.152515937278825,13.4400732433792
"Hoplostethus_mediterraneus_mediterraneus","Acanthogobius_flavimanus",3.07951155758481,0.152515937278825,13.4400732433792
"Photoblepharon_palpebratum","Acanthogobius_flavimanus",3.07951155395887,0.152516237871343,13.4400694515349
"Aulotrachichthys_prosthemius","Acanthogobius_flavimanus",3.07951156377501,0.152515895337076,13.440073812697
"Melamphaes_suborbitalis","Beryx_splendens",2.41419463301172,0.107816552471816,9.52225205163886
"Melamphaes_lugubris","Beryx_splendens",2.41293952967778,0.107880849013977,9.51390701771237
"Melamphaes_parvus","Beryx_splendens",2.4129395191716,0.107880830330401,9.51390713029079
"Poromitra_crassiceps","Beryx_splendens",2.41293940339606,0.107881007173822,9.5139047387116
"Scopelogadus_mizolepis_bispinosus","Beryx_splendens",2.41293948141871,0.107880887996729,9.51390635042801
"Scopelogadus_beanii","Beryx_splendens",2.41293948141871,0.107880887996729,9.51390635042801
"Sio_nordenskjoldii","Beryx_splendens",2.41293960726165,0.107880695775653,9.5139089499706
"Centroberyx_lineatus","Beryx_splendens",2.16499388352445,0.125334583241313,7.90151820794006
"Centroberyx_australis","Beryx_splendens",2.16499373324836,0.125334735881082,7.90151615524282
"Centroberyx_gerrardi","Beryx_splendens",2.16499374653352,0.125334752597422,7.9015160977436
"Centroberyx_affinis","Beryx_splendens",2.16499388352445,0.125334583241313,7.90151820794006
"Beryx_decadactylus","Beryx_splendens",2.10157215671149,0.131647305028632,7.50066076289074
"Beryx_mollis","Beryx_splendens",2.05360639066879,0.137055277645949,7.20057931434771
"Scopeloberyx_robustus","Acanthogobius_flavimanus",2.86114014249918,0.100200496738592,12.5506239491917
"Myripristis_jacobus","Acanthogobius_flavimanus",2.86114014728125,0.10020051790494,12.5506237220616
"Myripristis_violacea","Acanthogobius_flavimanus",2.86114014249918,0.100200496738592,12.5506239491917
"Myripristis_berndti","Acanthogobius_flavimanus",2.86114014249918,0.100200496738592,12.5506239491917
"Myripristis_botche","Acanthogobius_flavimanus",2.86114014249918,0.100200496738592,12.5506239491917
"Myripristis_kuntee","Acanthogobius_flavimanus",2.86114014249918,0.100200496738592,12.5506239491917
"Sargocentron_microstoma","Acanthogobius_flavimanus",2.86114014728125,0.10020051790494,12.5506237220616
"Sargocentron_diadema","Acanthogobius_flavimanus",2.86114014249918,0.100200496738592,12.5506239491917
"Sargocentron_xantherythrum","Acanthogobius_flavimanus",2.86114014249918,0.100200496738592,12.5506239491917
"Sargocentron_cornutum","Acanthogobius_flavimanus",2.86114014728125,0.10020051790494,12.5506237220616
"Sargocentron_vexillarium","Acanthogobius_flavimanus",2.86114014249918,0.100200496738592,12.5506239491917
"Sargocentron_punctatissimum","Acanthogobius_flavimanus",2.86114014728125,0.10020051790494,12.5506237220616
"Sargocentron_caudimaculatum","Acanthogobius_flavimanus",2.86114014249918,0.100200496738592,12.5506239491917
"Sargocentron_coruscum","Acanthogobius_flavimanus",2.86114014249918,0.100200496738592,12.5506239491917
"Neoniphon_sammara","Acanthogobius_flavimanus",2.86114014249918,0.100200496738592,12.5506239491917
"Neoniphon_argenteus","Acanthogobius_flavimanus",2.86114014728125,0.10020051790494,12.5506237220616
"Holocentrus_adscensionis","Acanthogobius_flavimanus",2.86114014249918,0.100200496738592,12.5506239491917
"Neoniphon_aurolineatus","Acanthogobius_flavimanus",2.86113995502058,0.100200370411532,12.5506241891919
"Sargocentron_spiniferum","Acanthogobius_flavimanus",2.86114014249918,0.100200496738592,12.5506239491917
"Sargocentron_tiere","Acanthogobius_flavimanus",2.86114014728125,0.10020051790494,12.5506237220616
"Cataetyx_rubrirostris","Genypterus_capensis",2.68540179966682,0.112811018098681,11.2052947033123
"Brosmophycis_marginata","Genypterus_capensis",2.68540179354943,0.112810998269828,11.2052948802758
"Diancistrus_fuscus","Genypterus_capensis",2.68540179354943,0.112810998269828,11.2052948802758
"Cataetyx_laticeps","Genypterus_capensis",2.68540179966682,0.112811018098681,11.2052947033123
"Brotula_barbata","Genypterus_capensis",2.6214793002993,0.118314534736096,10.7275702989868
"Genypterus_maculatus","Genypterus_capensis",2.59224888516015,0.121036964097726,10.5109960386725
"Ophidion_scrippsae","Genypterus_capensis",2.42246275191262,0.139833206774315,9.27628535351887
"Genypterus_blacodes","Genypterus_capensis",2.23559717696566,0.168067524380498,7.96274305472242
"Chilara_taylori","Genypterus_capensis",2.33166917488304,0.152386700058583,8.63220027643631
"Lepophidium_profundorum","Genypterus_capensis",2.3540555505429,0.149103411021489,8.78997062251105
"Brotula_multibarbata","Genypterus_capensis",2.61355219222139,0.119039572619809,10.668720003653
"Lamprogrammus_shcherbachevi","Genypterus_capensis",2.61355219222139,0.119039572619809,10.668720003653
"Brotulotaenia_nigra","Genypterus_capensis",2.61355218514367,0.119039553261586,10.6687201597996
"Neobythites_stigmosus","Genypterus_capensis",2.61355218514367,0.119039553261586,10.6687201597996
"Petrotyx_sanguineus","Genypterus_capensis",2.61355218514367,0.119039553261586,10.6687201597996
"Carapus_boraborensis","Genypterus_capensis",2.71124874668362,0.110749746631577,11.4000633819899
"Echiodon_cryomargarites","Genypterus_capensis",2.71124874668362,0.110749746631577,11.4000633819899
"Latridopsis_ciliaris","Allothunnus_fallai",2.5820117320298,0.103715214969063,10.6251075226491
"Latridopsis_forsteri","Allothunnus_fallai",2.58201174872307,0.103715173500066,10.625108067783
"Latris_lineata","Allothunnus_fallai",2.58201174168223,0.103715154218816,10.6251082251659
"Mendosoma_lineatum","Allothunnus_fallai",2.58201174168223,0.103715154218816,10.6251082251659
"Stromateus_stellatus","Pampus_argenteus",2.89976285193795,0.285157110896793,10.8336895718087
"Peprilus_medius","Pampus_argenteus",2.89976284623634,0.285157091951901,10.8336897116501
"Peprilus_simillimus","Pampus_argenteus",2.89976284623634,0.285157091951901,10.8336897116501
"Peprilus_triacanthus","Pampus_argenteus",2.89976285193795,0.285157110896793,10.8336895718087
"Pampus_minor","Pampus_argenteus",2.65871906046306,0.300297748885306,9.29473839731798
"Pampus_cinereus","Pampus_argenteus",2.70147161560447,0.297002240220962,9.56350690557903
"Pampus_punctatissimus","Pampus_argenteus",2.70147287776681,0.297002187854697,9.56351453616689
"Pampus_chinensis","Pampus_argenteus",2.70147286873295,0.297002170200499,9.56351462838968
"Stromateus_fiatola","Pampus_argenteus",2.90124212990139,0.285087371330212,10.8433115877276
"Schedophilus_medusophagus","Seriolella_punctata",2.70675767535631,0.36046534415247,9.09952405099489
"Seriolella_caerulea","Seriolella_punctata",2.70096810415742,0.362144127621514,9.05559149743401
"Seriolella_brama","Seriolella_punctata",2.70096809588068,0.362144111743499,9.05559156967229
"Schedophilus_velaini","Seriolella_punctata",2.75523036049059,0.346989289945515,9.46909219368824
"Hyperoglyphe_japonica","Seriolella_punctata",2.75523036049059,0.346989289945515,9.46909219368824
"Centrolophus_niger","Seriolella_punctata",2.75523036049059,0.346989289945515,9.46909219368824
"Icichthys_lockingtoni","Seriolella_punctata",2.75523036049059,0.346989289945515,9.46909219368824
"Schedophilus_ovalis","Seriolella_punctata",2.75523036786014,0.346989306523562,9.4690921059308
"Pomatomus_saltatrix","Psenopsis_anomala",3.03288571231053,0.331865295876018,11.2115706587736
"Scombrolabrax_heterolepis","Allothunnus_fallai",3.03496222797682,0.290768728918891,11.6133518859231
"Tetragonurus_cuvieri","Allothunnus_fallai",3.01778881354667,0.305900650124439,11.3612978894853
"Icosteus_aenigmaticus","Allothunnus_fallai",3.01778881777082,0.305900669444268,11.3612977326015
"Gasterochisma_melampus","Allothunnus_fallai",2.89865051437184,0.292569993841367,10.7591123928544
"Cybiosarda_elegans","Thunnus_alalunga",3.39654318369946,0.580378953978486,11.2309854338881
"Thunnus_atlanticus","Thunnus_albacares",3.43192269424833,0.656643711509254,10.8564653530112
"Thunnus_tonggol","Thunnus_albacares",3.43331697169451,0.657764198171455,10.8559077299375
"Sarda_chiliensis","Katsuwonus_pelamis",3.47510459431514,0.61393313603212,11.4085444947838
"Auxis_rochei","Katsuwonus_pelamis",3.65590904033591,0.724774725184896,11.5683016311349
"Auxis_thazard","Katsuwonus_pelamis",3.6559090469013,0.724774711776289,11.5683017642881
"Euthynnus_alletteratus","Katsuwonus_pelamis",3.6559090469013,0.72477471177629,11.5683017642881
"Euthynnus_affinis","Katsuwonus_pelamis",3.6559090469013,0.724774711776289,11.5683017642881
"Sarda_australis","Katsuwonus_pelamis",3.53224512725132,0.648513890575145,11.4604627300573
"Sarda_orientalis","Katsuwonus_pelamis",3.53224514173763,0.648513934154277,11.4604624803141
"Sarda_sarda","Katsuwonus_pelamis",3.53224512393944,0.648513905602744,11.460462598259
"Gymnosarda_unicolor","Allothunnus_fallai",3.15905829890381,0.454851866503042,10.8897094143739
"Acanthocybium_solandri","Allothunnus_fallai",3.15905829357649,0.454851848300102,10.8897095326776
