species_name,alt_name,coun_iso,description,common_name,class,order,family,genus,species,subspecies,fish,fillet,bones,head,eyes,viscera,skin,dorsal,ventral,fin,roe,liver,leg,othpart,othpart_sp,lean,fatty,young,farmed,habcat,depmin,depmax,range,maxlen,lencat,a_lw,b_lw,troph,protein,fat,iron,zinc,vita,vitb12,vitd,kcal,fac_sat,fac_mon,fac_pol,fac3_pol,fac6_pol,chol,lysine,trigly,retinol,notes
Cobitis_sinensis,,KOR,Spiny loach,Siberian spiny loach,Actinopterygii,Salmoniformes,Salmonidae,Cobitis,sinensis,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,NA,NA,Subtropical,11.4,Small (<30 cm),0.00575,3.12,3.3,17.5,3.3,2.7,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,219,
Coilia_dussumieri,,BGD,Anchovy; Gold spotted grebadier; raw,Goldspotted Grenadier Anchovy,Actinopterygii,Clupeiformes,Engraulidae,Coilia,dussumieri,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,NA,NA,NA,NA,Pelagic-neritic,0,50,Tropical,20,Small (<30 cm),0.00407,3.07,3.3,13.2,2.1,4.5,1.25,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Coilia_nasus,,KOR,Japanese grenadier anchovy,Japanese grenadier anchovy,Actinopterygii,Clupeiformes,Engraulidae,Coilia,nasus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic-neritic,0,50,Subtropical,41,Small (<30 cm),0.00331,3.04,3,15.9,10.8,1.1,NA,NA,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,24,
Trichogaster_fasciata,Colisa_fasciata,BGD,Gourami; Banded gourami; eyes included; raw,Banded Gourami,Actinopterygii,Perciformes,Belontiidae,Colisa,fasciata,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,NA,NA,Tropical,12.5,Small (<30 cm),0.02138,3.01,3.1,15.8,4.6,0.9,1.35,39,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,38,
Collichthys_niveatus,,KOR,Collichthys niveatus,Collichthys niveatus,Actinopterygii,Perciformes,Sciaenidae,Collichthys,niveatus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,NA,80,Subtropical,15,Small (<30 cm),0.00832,3.09,3.4,17,3.9,1.3,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,11,
Cololabis_saira,,JPN/KOR,Pacific saury,Pacific saury,Actinopterygii,Beloniformes,Scomberesocidae,Cololabis,saira,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic,0,230,Subtropical,48.8,Medium (30-90 cm),0.002398834,3.14,3.71,20.15,14.15,1.5,0.8,16,15.4,14.9,219.5,4.06,10.01,4.39,3.78,0.51,65,NA,NA,18.5,average of two from different FCTs
Conger_myriaster,,JPN/KOR,Conger eel,Conger eel,Actinopterygii,Anguilliformes,Congridae,Conger,myriaster,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Bathydemersal,320,830,Temperate,100,Medium (30-90 cm),0.000660693,3.16,3.98,17.35,7.85,0.65,0.7,500,2.3,0.4,148,2.26,3.7,1.65,1.42,0.21,140,NA,NA,430,average of two from different FCTs
Coregonus_autumnalis,,CAN,"Cisco, raw",Arctic Cisco,Actinopterygii,Salmoniformes,Coregonidae,Coregonus,autumnalis,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic-neritic,NA,NA,Polar,65,Medium (30-90 cm),0.00389,3.21,3.7,16.7,3.84,0.82,0.63,NA,NA,NA,115.84,1.2,1.8,1.3,NA,NA,NA,NA,NA,NA,
Coregonus_clupeaformis,,CAN,"Whitefish, raw",Lake Whitefish,Actinopterygii,Salmoniformes,Coregonidae,Coregonus,clupeaformis,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,18,128,Temperate,100,Medium (30-90 cm),0.0055,3.22,3.2,16.88,2.45,0.31,0.51,11.31,NA,4.4,99.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Coreoperca_kawamebari,,KOR,Spotear brook perch,Spotear brook perch,Actinopterygii,Perciformes,Percichthyidae,Coreoperca,kawamebari,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,NA,NA,Temperate,11,Small (<30 cm),0.01072,3.05,3.8,19.5,1,1.1,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,8,
Coryphaena_hippurus,,JPN/KOR,Dolphinfish,Dolphinfish,Actinopterygii,Perciformes,Coryphaenidae,Coryphaena,hippurus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic-neritic,0,85,Subtropical,210,Large (>=90 cm),0.01659587,2.84,3.83,17.3,1.5,0.7,0.5,8,2.6,5,87,0.5,0.33,0.55,0.47,0.07,55,NA,NA,8,average of two from different FCTs
Cottus_poecilopus,,KOR,Alpine bullhead,Alpine bullhead,Actinopterygii,Scorpaeniformes,Cottidae,Cottus,poecilopterus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,0,15,Temperate,15,Small (<30 cm),0.00661,3.17,3,15,4.2,2.8,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,180,
Cottus_pollux,,JPN,Fish; Japanese sculpin*; raw_*Syn. Japanese fluvial sculpin_ ,Japanese Sculpin/Japanese Fluvial Sculpin,Actinopterygii,Scorpaeniformes,Cottidae,Cottus,pollux,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,NA,NA,NA,NA,Demersal,NA,NA,Temperate,18.3,Small (<30 cm),0.006606934,3.17,3.32,15,5,2.8,1.7,180,28.2,3,111,0.86,1.25,1.17,0.74,0.4,220,NA,NA,180,
Crossocheilus_latius,,BGD,Stone roller; raw,Stone Roller,Actinopterygii,Cypriniformes,Cyprinidae,Crossocheilus,latius,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,NA,NA,Tropical,15.2,Small (<30 cm),0.00661,3.1,2.4,15.3,3.9,2.2,1.09,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ctenopharyngodon_idella,,KOR,Grass carp,Grass carp,Actinopterygii,Cypriniformes,Cyprinidae,Ctenopharyngodon,idellus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,0,30,Subtropical,150,Medium (30-90 cm),0.01349,2.97,2,17.1,1.7,1.7,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,15,
Cynoglossus_joyneri,,KOR,Red tongue sole,Red tonguesole,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus,joyneri,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,20,70,Subtropical,24,Small (<30 cm),0.00355,3.1,3.5,18.6,0.4,1,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,3,
Cynoglossus_semilaevis,,KOR,Tongue sole,Tongue sole,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus,semilaevis,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,NA,NA,Subtropical,57.1,Medium (30-90 cm),0.01585,2.91,4,19.2,1.15,0.3,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,30,
Cynoscion_striatus,,ARG,Striped weakfish; fresh; meat; raw,Striped Weakfish,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,striatus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,NA,60,Subtropical,60,Medium (30-90 cm),0.00851,3.08,3.9,17.8,2.8,2.2,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cyprinus_carpio,,BGD/JPN/KOR,"Common carp, raw",Common carp,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,carpio,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,0,50,Subtropical,120,Medium (30-90 cm),0.02089296,2.91,3.38,17.96666667,5.233333333,0.933333333,0.965,3,10,10.3,124,2.03,4.67,1.85,1.06,0.74,86,1718,NA,5.666666667,average of three from different FCTs
Cyprinus_carpio_nudus,,KOR,Israeli carp,Israeli carp,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,carpio,nudus,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,0,50,Subtropical,120,Medium (30-90 cm),0.02089296,2.91,3.38,16.8,11.2,1.2,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,33,
Dactyloptena_peterseni,,KOR,Flying gurmard,Starry flying gurnard,Actinopterygii,Scorpaeniformes,Dactylopteridae,Daicocus,peterseni,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,NA,400,Tropical,36,Small (<30 cm),0.00389,3.12,3.5,19.2,5.1,1.2,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,12,
Decapterus_maruadsi,,JPN/KOR,White-tipped mackerel scad,White-tipped mackerel scad,Actinopterygii,Perciformes,Cheilodactylidae,Decapterus,maruadsi,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,NA,NA,Tropical,25,Small (<30 cm),0.0123,2.94,3.4,18.45,3.45,1.45,1.3,11,9.9,18.7,112.5,1.76,1.09,1.56,1.33,0.2,66,NA,NA,11,average of two from different FCTs
Decapterus_muroadsi,,JPN,Fish; horse mackerel; brownstriped mackerel scad; raw,Brownstriped Mackerel Scad,Actinopterygii,Perciformes,Carangidae,Decapterus,muroadsi,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic,1,320,Tropical,55.5,Medium (30-90 cm),NA,NA,3.4,23.6,6.9,1.6,1,4,12.8,6,166,1.79,1.11,1.66,1.45,0.21,64,NA,NA,4,
Dentex_tumifrons,,JPN/KOR,Yellow porgy,Yellow Sea Bream,Actinopterygii,Lophiiformes,Lophiidae,Dentex,tumifrons,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,30,346,Subtropical,42.7,Small (<30 cm),0.02290868,2.94,3.76,19.4,2.4,0.35,0.4,50,3.2,4,105,0.87,0.83,0.68,0.57,0.1,67,NA,NA,38.5,average of two from different FCTs
Dexistes_rikuzenius,,KOR,Rikuzen sole,Rikuzen flounder,Actinopterygii,Pleuronectiformes,Pleuronectidae,Dexistes,rikuzenius,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,42,200,Temperate,22,Small (<30 cm),0.00891,3.09,3,19.4,1.1,0.6,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Diagramma_pictum,,,Sweetlip; painted; raw,Painted Sweetlips,Actinopterygii,Perciformes,Haemulidae,Diagramma,pictum,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,1,170,Tropical,100,Medium (30-90 cm),0.00933,3.02,3.7,19.8,0.2,0.4,0.6,29,2.11,NA,84,NA,NA,NA,NA,NA,47,NA,NA,29,
Dictyosoma_burgeri,,KOR,Ribbed gunnel,Ribbed gunnel,Actinopterygii,Perciformes,Stichaeidae,Dictyosoma,burgeri,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,NA,NA,Temperate,25,Small (<30 cm),0.00389,3.12,2.5,22,1.2,1.2,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,11,
Dissostichus_eleginoides,,JPN,Fish; Patagonian toothfish; raw,Patagonian Toothfish,Actinopterygii,Perciformes,Nototheniidae,Dissostichus,eleginoides,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic,50,3850,Temperate,215,Large (>=90 cm),0.00603,3.18,4,13.3,22.9,0.1,0.3,1800,0.6,17,272,4.15,13.33,1.31,1,0.31,59,NA,NA,1800,
Ditrema_temminckii_temminckii,,KOR,Surffish,Surffish,Actinopterygii,Perciformes,Embiotocidae,Ditrema,temminckii,temminckii,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,NA,NA,Temperate,24,Small (<30 cm),0.01,3.04,3.7,18.9,0.9,1,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,18,
Doederleinia_berycoides,,KOR,Black-throat perch,Blackthroat seaperch,Actinopterygii,Perciformes,Acropomatidae,Doederleinia,berycoides,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,100,600,Tropical,40,Small (<30 cm),0.00933,2.98,3.9,22.3,5.3,0.3,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,24,
Eleginus_gracilis,,KOR,Saffron cod,Saffron cod,Actinopterygii,Gadiformes,Gadidae,Eleginus,gracilis,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,0,300,Polar,55,Medium (30-90 cm),0.00692,3.03,4.1,12.6,4.3,4,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,15,
Engraulis_anchoita_hubbs_larini,,ARG,Argentine anchovy; fresh; raw; meat,Argentine Anchovy,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,anchoita,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic-neritic,30,200,Subtropical,17,Small (<30 cm),0.00437,3.13,2.5,19.2,5.4,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Engraulis_encrasicolus,,,Anchovy; fillet; raw,European Anchovy,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,NA,NA,NA,NA,Pelagic-neritic,0,400,Subtropical,20,Small (<30 cm),0.00468,3.1,3.1,22.8,0.9,0.9,1.9,1,2.1,3.5,99,NA,NA,NA,NA,NA,NA,NA,NA,1,
Engraulis_japonicus,,JPN/KOR,Anchovy,Anchovy,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,japonicus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic-neritic,0,400,Temperate,18,Small (<30 cm),0.004466837,3.14,3.14,17.95,8.75,2.25,1,11,13.9,4,159.5,3.79,2.65,2.78,2.24,0.3,70,NA,NA,24.5,average of two from different FCTs
Engraulis_ringens,,PER,Anchoveta(=Peruvian anchovy),Anchoveta,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,ringens,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,NA,NA,NA,NA,Pelagic-neritic,3,80,Subtropical,20,Small (<30 cm),0.00447,3.13,2.9,21,9,1.4,NA,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Epinephelus_aeneus,,,White grouper; raw,White Grouper,Actinopterygii,Perciformes,Serranidae,Epinephelus,aeneus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,20,200,Subtropical,120,Medium (30-90 cm),0.00977,3.03,4,33.8,4.3,1.4,0.65,30,6.6,7.5,174,NA,NA,NA,NA,NA,NA,NA,NA,30,
Epinephelus_akaara,,KOR,Red-spotted grouper,Red-spotted grouper,Actinopterygii,Perciformes,Serranidae,Epinephelus,akaara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,1,55,Tropical,58,Medium (30-90 cm),0.01479,3.07,4,21,1.1,1.3,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,8,
Epinephelus_awoara,,KOR,Yellow grouper,Yellow grouper,Actinopterygii,Perciformes,Serranidae,Epinephelus,awoara,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,10,50,Tropical,60,Medium (30-90 cm),0.01122,3.04,3.6,19.4,1.2,0.9,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Epinephelus_epistictus,,KOR,Black-spotted grouper,Dotted grouper,Actinopterygii,Perciformes,Serranidae,Epinephelus,epistictus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,NA,800,Tropical,80,Medium (30-90 cm),0.01122,3.04,4,19.3,1.9,1,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,11,
Hyporthodus_septemfasciatus,Epinephelus_septemfasciatus,KOR,Seven-band grouper,Convict grouper,Actinopterygii,Perciformes,Serranidae,Epinephelus,septemfasciatus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,5,30,Tropical,155,Medium (30-90 cm),0.00933,3.05,4,18.8,1.3,1,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,6,
Chanodichthys_dabryi,Erythroculter_hypselonotus,KOR,Humpback,Humpback,Actinopterygii,Cypriniformes,Cyprinidae,Erythroculter,hypselonotus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,NA,NA,Temperate,42,Small (<30 cm),0.00832,3.11,3.3,18.7,1.1,1.1,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,9,
Esox_lucius,,CAN,"Pike, raw",Northern Pike,Actinopterygii,Esociformes,Esocidae,Esox,lucius,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,0,30,Subtropical,150,Medium (30-90 cm),0.00427,3.09,4.1,17.83,0.58,0.18,0.7,NA,NA,NA,84.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ethmalosa_fimbriata,,GMB,West African herring; bonga; shad,Bonga Shad,Actinopterygii,Clupeiformes,Clupeidae,Ethmalosa,fimbriata,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic-neritic,0,50,Tropical,45,Small (<30 cm),0.00977,3.05,2.5,19.1,2.9,1.7,1.6,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Etrumeus_sadina,Etrumeus_teres,JPN/KOR,Bigeye sardine,Bigeye sardine,Actinopterygii,Clupeiformes,Clupeidae,Etrumeus,teres,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic-neritic,0,125,Subtropical,33,Small (<30 cm),0.005495409,3.1,3.56,19.9,5.5,1.9,1.3,130,14.2,9,137,1.39,0.94,1.14,1.04,0.1,60,NA,NA,107,average of two from different FCTs
Eumicrotremus_orbis,,KOR,Pacific spiny lumpsucker,Pacific spiny lumpsucker,Actinopterygii,Scorpaeniformes,Cyclopteridae,Eumicrotremus,orbis,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,0,575,Temperate,18,Small (<30 cm),0.02291,3.01,3.2,7.2,3,1.2,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,0,
Euthynnus_affinis,,BGD,Tuna; without bones; raw,Kawakawa,Actinopterygii,Perciformes,Scombridae,Euthynnus,affinis,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic-neritic,0,200,Tropical,100,Medium (30-90 cm),0.00955,3.04,4.5,25,2,1.3,0.27,31,NA,3.12,118,0.6,0.4,0.6,NA,NA,47,2296,NA,31,
Eutropiichthys_vacha,,BGD,Catfish; Bacha; raw,Batchwa Vacha,Actinopterygii,Siluriformes,Schilbeidae,Eutropiichthys,vacha,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Pelagic,NA,NA,Tropical,34,Small (<30 cm),0.00603,2.98,3.9,16.1,6.4,0.7,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Evistias_acutirostris,,KOR,Bed boarhead,Striped boarfish,Actinopterygii,Perciformes,Pentacerotidae,Evistias,acutirostris,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Reef,18,193,Temperate,90,Medium (30-90 cm),0.01995,3.01,3.5,18.6,2.6,1.2,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,21,
Synchiropus_altivelis,Foetorepus_altivelis,KOR,Red dragonet,Highfin bigeye dragonet,Actinopterygii,Perciformes,Callionymidae,Foetorepus,altivelis,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,70,600,Tropical,17,Small (<30 cm),0.01072,2.93,3.8,16.9,0.5,0.6,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,3,
Gadus_macrocephalus,,JPN/KOR,"Pacific cod, raw",Pacific cod,Actinopterygii,Gadiformes,Gadidae,Gadus,macrocephalus,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Demersal,183,1280,Temperate,119,Medium (30-90 cm),0.007762473,3.08,4.16,18.55,0.25,0.3,0.5,10,1.3,1,81.5,0.03,0.03,0.07,0.07,0.01,58,NA,NA,16.5,average of two from different FCTs
Gadus_morhua,,FIN/ISL/RUS/USA,Fish; cod; Atlantic; raw,Atlantic cod,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Benthopelagic,0,600,Temperate,200,Medium (30-90 cm),0.00759,3.06,4.1,17.755,0.542666666,0.25,0.395,12,0.91,2.758333333,77,0.116631904,0.080694653,0.235742147,NA,NA,43,NA,NA,12,Average of 12 from five different FCTs
Genypterus_blacodes,,ARG,Pink cusk-eel; fresh; raw; meat,Pink Cusk-Eel,Actinopterygii,Ophidiiformes,Ophidiidae,Genypterus,blacodes,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Bathydemersal,22,1000,Temperate,200,Large (>=90 cm),0.00214,3.14,4.2,15.8,0.9,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Genypterus_capensis,,JPN,Fish; kingclip; raw,Kingclip,Actinopterygii,Ophidiiformes,Ophidiidae,Genypterus,capensis,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,Bathydemersal,50,500,Temperate,180,Medium (30-90 cm),0.002344228,3.15,4.44,18.2,0.1,0.3,0.5,5,1.3,0,78,0.01,0.01,0.03,0.02,0,56,NA,NA,5,
