,,YEAR,1961,1961,1961,1962,1962,1962,1963,1963,1963,1964,1964,1964,1965,1965,1965,1966,1966,1966,1967,1967,1967,1968,1968,1968,1969,1969,1969,1970,1970,1970,1971,1971,1971,1972,1972,1972,1973,1973,1973,1974,1974,1974,1975,1975,1975,1976,1976,1976,1977,1977,1977,1978,1978,1978,1979,1979,1979,1980,1980,1980,1981,1981,1981,1982,1982,1982,1983,1983,1983,1984,1984,1984,1985,1985,1985,1986,1986,1986,1987,1987,1987,1988,1988,1988,1989,1989,1989,1990,1990,1990,1991,1991,1991,1992,1992,1992,1993,1993,1993,1994,1994,1994,1995,1995,1995,1996,1996,1996,1997,1997,1997,1998,1998,1998,1999,1999,1999,2000,2000,2000,2001,2001,2001,2002,2002,2002,2003,2003,2003,2004,2004,2004,2005,2005,2005,2006,2006,2006,2007,2007,2007,2008,2008,2008,2009,2009,2009,2010,2010,2010,2011,2011,2011
,,VALUE,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI
,,UNIT,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day,microgram/person/day
ISO3,COUNTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,Afghanistan,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
ALB,Albania,,260.4479,225.1806,420.5877,263.1471,226.8828,430.4291,*,*,*,*,*,*,*,*,*,263.1028,230.7658,378.0226,*,*,*,278.4904,244.9095,377.1039,275.3579,242.5995,397.305,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,238.881,230.2952,256.3097,267.3702,257.1788,290.8595,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,272.86,243.6652,328.5307,250.1936,226.9978,290.245,281.2985,251.0471,323.2315,301.2628,267.7502,345.9497,298.5836,270.8515,331.2374,278.9597,253.7255,309.2883,285.6692,262.259,315.5745,297.8514,273.6216,326.7768,306.761,282.1431,337.3774,290.5826,268.5796,321.0462,294.0286,270.8454,325.6556,292.4051,270.8772,322.1471,304.7035,281.3946,336.9005,306.1811,279.5584,338.7419,308.0223,279.0429,342.9147,318.2683,289.0808,353.3322,322.1458,292.7079,357.4179,315.691,288.4988,350.0527,343.0247,311.1639,381.3027,328.3929,298.4333,364.9537,363.3569,331.3677,403.0081,371.4233,337.6046,412.6989
DZA,Algeria,,151.9382,146.8174,156.7077,149.6583,145.1591,154.1661,138.8345,134.6418,142.9258,146.9123,141.6253,151.7575,146.522,141.7475,150.9754,139.2858,134.7417,143.6022,145.6493,140.5427,150.3822,151.1003,145.3132,156.6483,148.3804,142.5289,153.8734,156.1372,149.5477,162.0744,159.8464,153.3434,165.9642,174.0024,166.9166,181.506,180.9518,174.3124,187.785,192.9765,185.78,200.1942,213.2504,205.5085,220.6663,217.5526,210.0919,225.1452,220.9695,214.2814,228.6026,225.7127,219.7736,232.3853,236.9418,229.7527,246.1578,244.0583,237.074,252.851,228.2911,222.0438,235.7222,234.2769,227.9942,243.725,240.6643,234.4265,249.2568,241.0815,235.0886,249.4546,261.3657,254.4939,270.2129,272.4865,265.5686,282.3625,271.8604,264.4621,282.275,270.9901,263.4053,281.0307,291.0871,283.7526,301.1397,262.3977,252.8113,280.6144,277.8676,265.9256,301.5202,292.103,280.7079,312.2979,268.4216,258.0786,288.779,272.0131,259.345,296.8893,290.8526,276.3515,318.3163,298.4293,286.2503,321.0824,291.0075,277.6866,314.2659,304.9781,292.4744,326.0641,323.9383,308.6562,350.8952,289.7981,278.2372,312.4848,301.5414,289.08,326.5152,312.7889,299.0073,338.2928,336.3604,322.0455,364.8049,329.0382,319.47,341.3551,344.8274,335.42,355.9403,334.8519,325.0766,346.028,341.5022,325.6437,374.1209,346.6261,331.3863,371.0737,366.9745,350.6605,394.7301,378.4878,361.005,414.8111,402.667,381.228,443.97
AGO,Angola,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,478.5737,438.6186,498.784
ATG,Antigua and Barbuda,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,114.0017,104.1619,135.6616,129.2939,114.4246,153.9359,137.1826,120.1939,162.7005,138.5342,119.5023,165.8676,*,*,*,165.3707,145.3849,198.161,157.3053,137.4249,188.9774,160.694,140.2233,194.177,165.8674,145.5942,199.7813,184.5338,162.496,221.7223,187.8336,162.3426,234.3448,185.2264,161.9475,226.3274,177.5843,154.0772,224.2922,192.4838,169.1512,233.7836,191.0389,167.7809,232.7012,171.7945,158.6039,204.9622,159.3083,145.4579,184.0723,153.7742,140.2084,180.8148,147.2738,133.6621,170.1678,170.2223,156.0601,193.877,184.8707,168.5085,212.7913,184.112,168.445,210.3524,188.863,173.672,220.1209,181.2223,166.6793,209.185,188.2449,171.3496,217.8739,169.3813,154.9762,194.1968,231.7804,207.9007,256.9316,207.0323,190.0531,227.6191,208.2324,190.1178,229.9267,228.1651,209.6011,255.074,212.0548,194.0067,235.1422,206.7998,188.2748,230.4193,214.2462,194.3056,239.5015
ARG,Argentina,,243.1467,226.1556,304.9787,223.1776,208.0597,285.2176,227.058,211.8066,289.5831,229.7406,214.3239,282.9566,238.7287,222.8727,294.1048,218.4025,202.8675,276.4605,240.4104,206.5768,332.5539,243.7612,209.5386,334.8019,251.7915,215.9201,345.6839,252.749,218.227,341.7003,233.398,214.6255,296.31,213.7759,197.5291,274.3192,215.2159,198.4654,276.8579,227.843,210.9515,288.8024,224.0686,207.4707,282.3288,217.6326,200.721,277.2842,213.4261,197.6805,270.6514,211.1428,195.9545,267.9375,213.2585,197.7324,271.1902,219.2423,203.2329,278.4715,218.9508,203.6841,278.9604,216.3575,201.5678,275.3595,212.4876,196.9631,273.6884,215.6922,200.5966,272.9344,219.1575,203.7544,272.6485,215.2342,200.6161,271.3502,249.3045,233.2928,303.8954,227.7265,211.9169,284.4142,211.4187,195.3865,264.8131,201.2108,186.5535,258.2035,212.5518,197.9026,266.1103,221.0062,205.1566,273.4133,215.0361,198.4605,266.5648,224.8658,206.7664,278.3342,224.4099,206.0043,276.2259,220.2938,202.174,270.5091,230.1455,210.4551,282.4869,233.0478,213.0796,285.5772,235.6399,215.5401,289.3961,232.772,213.0593,286.172,231.6186,212.4919,282.1369,211.7864,195.4951,260.7832,211.2612,195.9017,260.0196,207.8727,193.1006,256.2083,210.7185,193.5331,261.057,233.0626,214.4703,283.307,213.4748,196.7358,258.3166,216.549,199.0364,260.4582,212.507,194.7987,257.1777,211.4505,193.8434,256.2476,223.8932,205.283,269.8115
