,,YEAR,1961,1961,1961,1962,1962,1962,1963,1963,1963,1964,1964,1964,1965,1965,1965,1966,1966,1966,1967,1967,1967,1968,1968,1968,1969,1969,1969,1970,1970,1970,1971,1971,1971,1972,1972,1972,1973,1973,1973,1974,1974,1974,1975,1975,1975,1976,1976,1976,1977,1977,1977,1978,1978,1978,1979,1979,1979,1980,1980,1980,1981,1981,1981,1982,1982,1982,1983,1983,1983,1984,1984,1984,1985,1985,1985,1986,1986,1986,1987,1987,1987,1988,1988,1988,1989,1989,1989,1990,1990,1990,1991,1991,1991,1992,1992,1992,1993,1993,1993,1994,1994,1994,1995,1995,1995,1996,1996,1996,1997,1997,1997,1998,1998,1998,1999,1999,1999,2000,2000,2000,2001,2001,2001,2002,2002,2002,2003,2003,2003,2004,2004,2004,2005,2005,2005,2006,2006,2006,2007,2007,2007,2008,2008,2008,2009,2009,2009,2010,2010,2010,2011,2011,2011
,,VALUE,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI
,,UNIT,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day
ISO3,COUNTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,Afghanistan,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
ALB,Albania,,61.0208,59.0927,64.8734,60.9654,59.0035,64.9224,*,*,*,*,*,*,*,*,*,59.0581,57.5641,61.9156,*,*,*,61.5621,60.1184,64.2039,62.4752,60.9065,65.4679,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,63.7094,62.919,64.6451,69.3249,68.4648,70.3549,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,71.0124,69.848,72.663,69.8705,68.8553,71.1372,77.2064,76.0182,78.7198,81.5543,80.1248,84.1386,85.884,84.3414,89.4039,82.1029,80.6493,83.4839,86.686,84.9596,88.3392,82.3717,81.0996,83.5963,81.951,80.6535,83.2127,84.8894,83.1715,86.4381,82.7841,81.2034,84.3212,84.8873,83.1068,86.6397,88.8512,86.619,90.9684,87.1447,85.0638,89.1449,86.4889,84.5577,88.3483,89.0375,87.0378,90.964,88.6497,86.6728,90.5906,89.0097,86.8205,91.201,89.6994,87.0681,93.4242,89.0681,86.264,93.7592,92.7129,89.936,97.6963,94.2687,91.562,99.662
DZA,Algeria,,44.9345,43.922,46.3755,43.3042,42.439,44.5621,41.1789,40.3585,42.799,41.1605,40.2778,42.6213,43.3353,42.4119,44.8659,42.5662,41.663,43.7764,44.1451,43.2554,45.3824,46.5204,45.5557,48.1208,46.2654,45.3444,47.95,45.7166,44.7915,47.3601,46.3969,45.4338,47.8774,50.0045,48.9895,51.5418,50.7468,49.7226,52.1558,52.2817,51.1738,53.4453,54.9347,53.8193,56.1422,55.0866,53.985,56.2687,55.7991,54.737,56.9708,59.7822,58.762,60.8612,60.586,59.5346,61.6559,63.6346,62.5281,64.766,61.6979,60.5087,62.9035,62.8252,61.6087,64.0631,63.1234,61.8671,64.3913,62.5319,61.0779,64.0038,65.5792,64.0055,67.171,68.0787,66.5117,69.6705,67.8684,66.2892,69.4744,69.0539,67.4575,70.6605,69.6452,68.0519,71.2351,70.0302,68.4255,71.682,70.0542,68.2598,71.8284,73.2662,71.5291,75.0121,72.2721,70.5258,74.0303,71.2935,69.5958,73.0354,72.1998,70.5596,73.9492,73.9691,72.2092,75.7346,70.2268,68.5731,71.9452,76.0919,74.2685,77.9434,76.2626,74.5598,77.997,70.2995,68.8986,71.6467,72.2966,70.8053,73.8184,74.4137,72.808,76.0424,77.8444,76.1734,79.5632,77.727,76.1172,79.3562,78.8333,77.2316,80.4786,78.2718,76.5851,79.9827,77.8015,76.0217,79.6267,78.1793,76.5748,79.7789,81.0711,79.4515,82.7532,81.1038,79.4179,82.8404,83.9557,82.1925,85.7672
AGO,Angola,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,57.2553,55.4102,59.2854
ATG,Antigua and Barbuda,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,47.2052,42.192,61.5994,53.2048,47.6739,66.442,53.2217,46.4647,66.837,53.7425,46.9161,67.2554,*,*,*,65.1454,57.0621,81.2413,69.3567,60.1226,84.7125,69.5891,60.0481,86.4986,71.2308,61.497,86.8564,73.9337,63.4586,92.9637,73.8958,63.2411,88.4427,72.0465,61.3044,85.9311,67.6065,57.6056,82.0529,72.3506,62.5078,89.5058,67.8611,58.6756,88.6537,67.7498,57.6687,89.931,65.8995,57.084,81.3527,66.6405,55.8922,83.4248,67.3271,56.8446,81.4827,66.066,56.3283,77.4645,66.3656,56.513,79.8989,65.1203,56.3151,78.2316,64.6289,55.6707,79.9344,63.264,55.0341,76.3131,63.9211,55.3277,76.8024,63.1887,54.3296,75.8348,70.6239,61.5376,79.7768,72.1821,63.0597,81.9561,75.9438,66.3854,86.0324,78.2706,68.4183,89.1668,75.846,66.1023,86.9851,76.7308,66.6146,88.7099,75.8889,65.4692,88.001
ARG,Argentina,,97.8299,85.324,109.5128,96.6326,83.7449,108.3501,97.3915,84.6221,109.1281,92.1624,81.312,103.2604,96.3613,85.1538,107.845,95.6042,83.7943,106.8178,96.6448,84.5497,108.4813,100.9237,88.2975,113.1341,101.3304,88.0344,113.2152,100.1809,87.6508,112.0869,95.4748,84.6473,106.5429,90.5703,80.2363,101.2701,91.5645,80.8143,102.4522,97.4419,85.8434,108.7933,101.2139,88.9247,113.0125,101.0604,88.4119,113.1242,99.5346,86.911,111.3662,100.6822,87.8404,112.5119,99.4654,86.9982,111.113,99.5354,86.9872,111.1982,99.0673,86.6224,110.7197,93.4099,82.4936,104.6239,91.5214,80.7154,102.63,92.7566,81.7296,103.8341,96.3292,84.356,107.7868,91.2569,80.4258,101.9033,95.9137,84.8863,107.314,90.8898,80.4347,101.9135,91.3267,80.7766,102.6739,88.6845,78.3973,99.4777,88.8263,78.3926,99.5398,91.673,81.4276,102.4315,94.8246,84.5164,105.8284,94.893,84.4685,106.0816,94.9445,84.4247,105.9191,95.8792,85.0323,107.079,96.8657,86.0611,108.2717,99.0601,88.0628,110.6948,102.4715,90.9613,114.3996,101.8127,90.155,113.541,98.8819,87.7123,110.3301,89.705,79.6596,100.3551,90.4864,80.6924,101.0441,90.1433,80.2586,100.5204,94.4185,83.6427,105.4873,98.1696,86.8649,109.3798,95.9483,85.0121,106.9945,97.6826,86.5178,108.9696,97.6324,86.4482,108.8555,98.4959,87.2518,109.8062,100.9762,89.3203,112.5347
