,,YEAR,1961,1961,1961,1962,1962,1962,1963,1963,1963,1964,1964,1964,1965,1965,1965,1966,1966,1966,1967,1967,1967,1968,1968,1968,1969,1969,1969,1970,1970,1970,1971,1971,1971,1972,1972,1972,1973,1973,1973,1974,1974,1974,1975,1975,1975,1976,1976,1976,1977,1977,1977,1978,1978,1978,1979,1979,1979,1980,1980,1980,1981,1981,1981,1982,1982,1982,1983,1983,1983,1984,1984,1984,1985,1985,1985,1986,1986,1986,1987,1987,1987,1988,1988,1988,1989,1989,1989,1990,1990,1990,1991,1991,1991,1992,1992,1992,1993,1993,1993,1994,1994,1994,1995,1995,1995,1996,1996,1996,1997,1997,1997,1998,1998,1998,1999,1999,1999,2000,2000,2000,2001,2001,2001,2002,2002,2002,2003,2003,2003,2004,2004,2004,2005,2005,2005,2006,2006,2006,2007,2007,2007,2008,2008,2008,2009,2009,2009,2010,2010,2010,2011,2011,2011
,,VALUE,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI,Median,Low 95% UI,High 95% UI
,,UNIT,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day,mg/person/day
ISO3,COUNTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,Afghanistan,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
ALB,Albania,,1.306,1.1496,1.6796,1.2896,1.1337,1.6609,*,*,*,*,*,*,*,*,*,1.2398,1.1173,1.5299,*,*,*,1.2794,1.1583,1.5789,1.3017,1.1743,1.5935,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1.19,1.1128,1.3858,1.3011,1.2143,1.5018,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1.2444,1.1202,1.5104,1.175,1.0652,1.4089,1.2911,1.1659,1.6499,1.4057,1.2624,1.8106,1.4461,1.2858,1.8539,1.3541,1.1845,1.7075,1.4612,1.276,1.8105,1.3948,1.2382,1.7756,1.467,1.3102,1.8897,1.5158,1.3567,1.8995,1.4859,1.3121,1.8989,1.5308,1.3535,1.8922,1.574,1.38,1.9826,1.5526,1.3514,2.0326,1.6117,1.4142,2.1244,1.6248,1.4157,2.1425,1.6829,1.4676,2.2268,1.6767,1.4624,2.2329,1.7793,1.5468,2.3355,1.8313,1.5888,2.3277,1.9357,1.679,2.4994,1.9852,1.7198,2.5576
DZA,Algeria,,1.0393,0.97617,1.1429,0.98502,0.92923,1.0816,1.0001,0.93655,1.0916,0.99577,0.93351,1.0912,1.0221,0.95863,1.1083,0.95603,0.89913,1.0403,0.99475,0.93741,1.0816,1.0784,1.0101,1.1762,1.0789,1.0087,1.18,1.0783,1.0089,1.1712,1.0772,1.0099,1.1809,1.1544,1.0832,1.2635,1.1668,1.0986,1.2771,1.1843,1.1196,1.297,1.2556,1.1911,1.3648,1.2385,1.1751,1.3461,1.2354,1.1743,1.3451,1.2807,1.2212,1.3842,1.3191,1.2561,1.4251,1.372,1.3072,1.4765,1.3307,1.2657,1.4352,1.3214,1.2546,1.4361,1.3464,1.2812,1.4706,1.3477,1.2776,1.4619,1.4836,1.4047,1.6053,1.5115,1.4333,1.6328,1.4937,1.4181,1.6348,1.4994,1.4262,1.6406,1.5365,1.4631,1.6891,1.481,1.4076,1.6405,1.5683,1.4867,1.7337,1.6691,1.5869,1.839,1.5848,1.5055,1.7553,1.548,1.4612,1.7249,1.5985,1.5105,1.7758,1.6961,1.6064,1.8712,1.599,1.5134,1.7691,1.7105,1.6155,1.8798,1.735,1.6348,1.9068,1.5252,1.4446,1.7028,1.6004,1.5113,1.7632,1.6955,1.6031,1.8629,1.8042,1.703,1.9798,1.8065,1.7153,1.9777,1.8556,1.7578,2.0262,1.8652,1.765,2.0407,1.8467,1.7377,2.0305,1.8917,1.7876,2.067,1.9903,1.8759,2.1757,2.0082,1.8836,2.2007,2.0833,1.9565,2.2944
AGO,Angola,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1.9455,1.8467,2.1779
ATG,Antigua and Barbuda,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.74992,0.63036,1.0058,0.79406,0.66951,1.0272,0.87193,0.70602,1.1397,0.85866,0.67978,1.1487,*,*,*,1.0616,0.84878,1.4239,1.0065,0.78909,1.3352,1.0336,0.80446,1.3812,1.0982,0.85574,1.4632,1.2188,0.95025,1.6341,1.2143,0.93573,1.5965,1.1948,0.92226,1.5469,1.1753,0.9016,1.5657,1.2192,0.94019,1.6417,1.3124,0.95842,1.9238,1.2289,0.88097,1.7583,1.1021,0.82655,1.4668,1.1211,0.82371,1.48,1.064,0.79166,1.3918,1.0892,0.83305,1.4091,1.1777,0.88068,1.5986,1.2154,0.91722,1.7032,1.1406,0.87527,1.4715,1.0907,0.8445,1.4079,1.1655,0.88285,1.5391,1.133,0.85348,1.533,1.3922,1.0943,1.8743,1.4632,1.1845,1.8934,1.483,1.1644,1.9739,1.4141,1.0745,2.0233,1.3933,1.0551,1.9721,1.3819,1.0362,1.972,1.4135,1.0907,1.9991
ARG,Argentina,,1.3252,1.2118,3.2855,1.2323,1.1234,3.2228,1.239,1.1303,3.2256,1.2498,1.1402,2.9206,1.3896,1.2672,3.135,1.2281,1.1094,3.0951,1.3187,1.167,3.247,1.3453,1.1879,3.2551,1.3858,1.2222,3.4849,1.3956,1.2388,3.3803,1.3606,1.2273,3.3502,1.2321,1.1059,3.1472,1.229,1.1041,3.1858,1.3348,1.2005,3.2455,1.2776,1.1439,3.1227,1.2376,1.1032,3.1307,1.2365,1.1109,3.057,1.2348,1.1112,3.0425,1.2307,1.1046,3.0715,1.222,1.0983,3.1059,1.2482,1.1256,3.1507,1.1947,1.0718,3.0739,1.1817,1.0547,3.1371,1.1974,1.0744,3.0303,1.2137,1.0923,2.918,1.1909,1.0711,2.9918,1.2526,1.1205,2.9944,1.2315,1.1024,3.0374,1.1514,1.0218,2.8607,1.1404,1.0163,2.9879,1.1738,1.0558,2.8828,1.2444,1.1121,2.9057,1.2931,1.1491,2.9392,1.267,1.113,2.9489,1.2811,1.1184,2.9164,1.2912,1.1252,2.8908,1.3487,1.1652,2.9796,1.3504,1.1663,3.0003,1.3682,1.1682,3.0547,1.3383,1.1533,2.9763,1.3557,1.1649,2.9043,1.21,1.0519,2.7572,1.2088,1.0604,2.7593,1.1865,1.0436,2.7255,1.2044,1.0329,2.8214,1.2961,1.0944,2.8287,1.234,1.0547,2.6334,1.2518,1.0651,2.6166,1.2234,1.0353,2.6486,1.2326,1.0523,2.6793,1.254,1.0683,2.7445
