,,FOOD,Wheat,Rice (Milled Equivalent),Barley,Maize,Rye,Oats,Millet,Sorghum,Buckwheat,Fonio,Triticale,Mixed grain,Cereals; nes,Popcorn,Quinoa,Canary seed,Cassava,Potatoes,Sweet Potatoes,Yams,Yautia (cocoyam),Taro (cocoyam),Roots and tubers; nes,Flour of roots and tubers,Sugar Cane,Sugar; Non-Centrifugal,Sugar (Raw Equivalent),Sweeteners; Other,Honey,Beans,Peas,Broad beans; horse beans; dry,Chick peas,Cow peas; dry,Pigeon peas,Lentils,Bambara beans,Vetches,Lupins,Pulses; nes,Flour of pulses,Brazil nuts; with shell,Cashew nuts; with shell,Chestnuts,Almonds; with shell,Walnuts; with shell,Pistachios,Kolanuts,Hazelnuts; with shell,Areca nuts,Nuts; nes,Prepared nuts (exc. groundnuts),Soyabeans,Groundnuts (Shelled Eq),Sunflowerseed,Rape and Mustardseed,Cottonseed,Coconuts - Incl Copra,Sesameseed,Palmkernels,Olives,Oilcrops; Other,Soyabean Oil,Groundnut Oil,Sunflowerseed Oil,Rape and Mustard Oil,Cottonseed Oil,Palmkernel Oil,Palm Oil,Coconut Oil,Sesameseed Oil,Olive Oil,Ricebran Oil,Maize Germ Oil,Oilcrops Oil; Other,Tomatoes,Onions,Cabbages and other brassicas,Artichokes,Asparagus,Lettuce and chicory,Spinach,Cassava leaves,Cauliflowers and broccoli,Pumpkins; squash; and gourds,Cucumbers and gherkins,Eggplants (aubergines),Chillies and peppers; green,Onions (inc. shallots); green,Garlic,Leeks; other alliaceous veg.,Beans; green,Peas; green,Leguminous vegetables; nes,String beans,Carrots and turnips,Okra,Maize; green,Mushrooms and truffles,Chicory roots,Vegetables; fresh; nes,Vegetables; dried; nes,Vegetables; dehydrated,Vegetables in vinegar,Vegetables; preserved; nes,Vegetables; frozen,Vegetables in tem. preservatives,Vegetables prepared or preserved; frozen,Homogenous vegetables prepared,Watermelons,Other melons (inc. cantaloupes),Coffee substitutes; cont. coffee,Oranges; Mandarines,Lemons; Limes,Grapefruit,Citrus; Other,Bananas,Plantains,Apples,Pineapples,Dates,Grapes,Pears,Quinces,Apricots,Sour cherries,Cherries,Peaches and nectarines,Plums and sloes,Stone fruit; nes,Pome fruit; nes,Strawberries,Raspberries,Gooseberries,Currants,Blueberries,Cranberries,Berries; nes,Figs,Mangos; mangosteens; guavas,Avocados,Persimmons,Cashewapple,Kiwi fruit,Papayas,Fruit; tropical fresh; nes,Fresh fruit; nes,Fruit dried; nes,Fruit juice; nes,Fruit; prepared; nes,Homogenized; cooked fruit prepared,Coffee,Cocoa Beans,Tea,Pepper,Pimento,Cloves,Vanilla,Cinnamon (canella),Nutmeg; mace; and cardamoms,Anise; badian; fennel; coriander,Ginger,Spices; nes,Wine,Beer,Beverages; Fermented,Beverages; Alcoholic,Bovine Meat,Mutton & Goat Meat,Pigmeat,Poultry Meat,Bird meat; nes,Horse meat,Meat of asses,Meat of mules,Camel meat,Rabbit meat,Meat of other rodents,Meat of other camelids,Game meat,Meat; dried; nes,Meat; nes,Snails; not sea,Offals of cattle; edible,Offals of sheep; edible,Offals of goats; edible,Offals of pigs; edible,Offals; liver; chicken,Offals; liver; geese,Offals; liver; duck,Offals; nes,Butter; cow milk,Ghee; butteroil of cow milk,Butter of buffalo milk,Ghee oil of buffalo milk,Butter; ghee of sheep milk,Cream,Fats; Animals; Raw,Fish; Body Oil,Fish; Liver Oil,Hen eggs; in shell,Eggs; liquid,Eggs; dried,Other bird eggs; in shell,Cow milk; whole; fresh,Buffalo milk; whole; fresh,Sheep milk; whole; fresh,Goat milk; whole; fresh,Camel milk; whole; fresh,Product of natural milk constit.,Ice cream and edible ice,Freshwater Fish,Demersal Fish,Pelagic Fish,Marine Fish; Other,Crustaceans,Cephalopods,Molluscs; Other,Aquatic Animals; Others,Aquatic Plants,Miscellaneous + (Total),Wheat Flour,Corn Flour,Millet Flour,Sorghum Flour
,,UNIT,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day
ISO3,COUNTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,Afghanistan,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
ALB,Albania,,3.7729,17.0685,0.43836,0.73699,1.726,0,,,0,,0,0,0,,,,0,64.274,7.2789,,,,0,0,,,52.7945,46.7945,2.1918,13.0137,0,0.025167,0.0020249,,,0.038763,,,,0.17357,0,0.0040236,0.010622,2.9062,0.043044,0.24687,0.042775,,0.010674,,1.5387,0.47428,0,0.46575,,0,,0.04274,,,41.9178,,0.43836,0.027397,12.3836,0.27397,,,,,,1.5342,,0.54795,2.2192,120.3444,52.4712,16.3278,0,0,3.7715,6.5714,,1.9776,3.5049,40.8032,10.7377,29.7858,16.2661,4.7727,12.7254,4.7244,1.2046,0.077954,,4.1083,5.1674,0.023691,0.60473,,13.1064,,0.062339,0.0082618,1.1033,0.88973,0.085622,0.057809,0.0045064,53.0356,29.397,0,23.4433,2.984,0.14521,1.7581,9.0477,,45.3205,0.069863,7.1304,96.2785,5.3391,1.6444,2.9746,10.5486,6.3528,10.9783,17.3974,,,0.0046939,,0,0,0.0031626,0.0032625,,14.6331,0,0.00061587,,,0.27589,0,0.013891,6.6864,0,6.5232,1.7167,0.011652,,1.1178,,0.054795,0,,0,0,0,0,0,0,16.1918,57.3151,0,3.2603,22.8509,14.5661,16.9802,22.1595,,0,,,,0,,,0,0,0,,5.012,3.8121,,0.7376,0.78885,,0,,2.6885,,,,,0.43836,6.9315,0,0,13.587,0.0025456,,0,659.0163,0.005857,62.2307,54.6654,,,1.1612,0.97781,0.76,4.7685,0.54192,0.10274,0.25315,0.49151,0,0,,295.0767,5.439,,
DZA,Algeria,,50.274,7.2055,37.6164,5.1534,0,0,,0.013699,0,,,0,0.013703,,,,0,112.4589,,,,,0,0,,,76.6027,1.5068,0.32877,4.7671,1.2329,1.7485,3.8332,,,4.1476,,,,0.013208,0.00037061,0.0073245,0.13997,0,1.5304,0.052138,0.034996,,0.012263,,0.0006902,0.12049,0,0.24658,,0,,0.18521,0.30137,,0.90411,,20.411,1.7534,3.0959,1.9452,,,2.1644,0.054795,0,3.0137,,0.054795,4.9589,42.3337,49.7836,1.9003,0.95966,3.7119e-05,0.00011626,0.00010085,,2.3796,8.3305,6.0274,3.0498,16.3833,0,3.8517,5.0426e-05,2.4727,3.8451,19.049,,15.8322,,0.12097,0.20035,,16.1224,,0.0073538,0.1005,0.46448,0.4651,0.010926,0.012146,0.0035018,30.8318,0,0,36.1468,2.0644,0.043562,0.22932,7.2416,0,23.3014,0.13973,36.8737,21.2785,11.7923,0.32275,11.8736,,0.31022,8.1437,4.7676,0.64957,,0,,,,,,,5.7297,,0.0030719,,,0.035231,0,0.004761,4.1308,0.0063014,0.52473,0.4691,0.024033,,1.9288,,0.24658,0.93151,0,0.00030676,0.052149,0.0015338,0.44649,0.076306,0.062819,0.027397,12,0,0.10959,8.2798,11.9334,0.017433,13.0524,,0.030906,,,,0.53683,,,,0,0,,1.2841,1.587,,0.00093244,0,,0,,0.55278,,,,,,1.1507,0,0,10.7799,0.00023347,,0,112.4334,,19.1122,17.2385,,,0.0063707,0.094247,0.46849,5.9323,0.50411,0.041096,0.054247,0,0,0,,357.4479,38.0323,,0.11096
AGO,Angola,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
ATG,Antigua and Barbuda,,1.6455,31.0959,,0.80822,,8.1918,,,,,0,,0,,,,1.8641,34.6027,7.8904,2.3326,,0,0,0,,,75.8082,12.3288,1.0685,7.5068,0.43836,0,0,,,0,,,,,0,0,0,,,0,0,,0,,0,0,0.24658,0.82192,,0,,2.5501,,,0.054795,0.4274,10.8219,0.027397,0.13699,,0.21918,,,,,0.9589,,0,9.9726,41.8768,14.9538,3.3119,0,0.0185,0.26075,0,,0.12217,9.3637,3.5213,9.6131,2.4176,,2.308,0.025132,2.2117,0,,,9.3199,,1.5598,0.061562,,0,,0.032232,0.064464,3.6745,1.9981,0.032232,0.28263,0.22562,0.59899,16.66,0,84.0153,6.7186,1.4811,3.4907,19.9715,7.4438,15.2137,5.7288,0,5.5251,1.3977,0,0.027251,,0,0.082192,0.35807,,,0,,,,,,,0,32.7449,4.4451,,,0.021976,0.18167,132.4578,25.0971,0.85347,22.328,3.3289,0.058604,,1.4685,,0.054795,0.027397,,0,0,0,0,0,0,15.1233,51.3151,0.79452,16.4384,17.3828,8.8907,21.0421,96.0245,,,,,,0,,,,0,0,,0,0,,0,0,0,,,0,,,,,2.1644,3.589,0,0,12.6788,0,,3.8332,190.2471,,,,,,4.2546,1.4137,11.2959,21.9189,20.5551,2.8082,0.21699,21.3238,,0,,128.6929,5.9647,,
ARG,Argentina,,2.88,21.6986,0,2.6685,0,2.3836,,,0,,,0,0,,,,4.3496,69.8014,15.8992,,,,0,0,,,112.6301,17.9178,0.19178,1.6438,0.082192,0.96284,0.14488,,,0.1054,,,0.0092676,,0,0.0026893,0.048392,0,0.082007,0.21471,0,,0.0054924,,0.00024859,0.030387,0,,,0,,0.45589,0.054795,,0.43836,,7.2877,0.24658,29.3699,0.24658,0.27397,,0.13699,0.35616,0,0.43836,,1.4521,0,54.8531,37.059,0,2.7748,0.32881,0,0,,0,17.0642,0,0,8.829,,1.7626,0,0.27679,1.363,,3.0182,16.2926,,0.34934,0.25039,,0,,0.073068,0.075035,0,0,0.00023839,0.0040646,0.0001788,5.2752,3.0203,0.00015221,49.5664,18.0164,5.5759,,21.6373,,26.6548,1.1597,0,2.7169,14.799,0.7922,1.3469,,0.12945,16.5558,3.2127,,,0.61036,,,,,,,0.051077,0.12602,0.23792,,,0.22563,0.084421,0,0,0,0,0,0,,1.8849,,0.10959,0.24658,0,6.9052e-05,0.011325,0.018368,0.13099,0.0074577,0.13517,73.7534,116.8493,0.13699,5.2329,84.9568,2.719,13.5109,54.8687,,0.61918,,,,0.22009,,,2.7877,0,0.0021835,,13.6146,0.19289,,0.77442,0,0,,,3.216,,,,,0.21918,5.3151,0,0,24.5736,0,,,674.0099,,,,,,0,0.082466,3.3315,1.8751,0.11342,0.10959,3.6707,1.8337,0,0,,225.2448,19.6935,,
ARM,Armenia,,347.5973,11.6712,7.6712,0.027397,0.46575,0.24658,,,0.01415,,0,0,5.3828,,,,,103.3151,,,,,0,,,,89.8356,0.054795,1.3699,,,0,0,,,0,,,,0,0,0,0.044174,0,0.044174,1.2833,0.19852,,0.25847,,0.055908,0,0,0.60274,,0,,0.014247,0,,2.9315,0,1.7808,0,11.3425,0.082192,0,0,,0.73973,0,0.082192,,0.49315,4.6575,237.4726,52.3726,79.0105,,,0,,,2.9743,0,69.0616,0.01407,0.0086971,0,7.1838,0,0,0.1628,,,20.8503,,0.74507,1.3627,,146.6478,,0.0043427,0.58714,1.533,0,0,0.011847,0.00086855,82.5101,0.011364,0,9.7374,0.71315,1.1326,0.17836,4.857,,84.9452,0.53096,0.44877,60.3196,24.1355,0.74243,2.7126,3.1218,5.3735,35.3416,10.2375,1.0754,,0,,,,,,14.0445,0.332,0,0,,,0.1979,0,2.7939,1.0313,0.032852,2.8743,0,0.0027392,,5.3699,,0.027397,0.027397,,0,0,0,0,0,0,3.0137,16.4932,0.19178,5.4795,35.4647,5.3733,14.8358,25.4617,,,,,,0,,,,0,0,,8.3834,1.3866,,1.0732,0.15645,,,,5.3745,,,,,0.027397,6.7397,0,0,24.002,0,,0.22971,401.5014,,24.4561,3.5275,,,0,1.8025,0,1.5679,0.83178,0.0068493,0,0.018904,,0,,30.5113,0,,
AUS,Australia,,1.9844,31.3151,,1.4027,1.8904,4.2466,,,0,,0,,0,,,,0.36822,131.7945,3.1364,,,,0.15511,0.037804,,,105.9178,20.9589,1.9726,0.19178,1.4795,0.36764,0.50973,,,0,,,2.1075,,0.0022284,0.15874,4.3942,0.0012084,4.5166,0.35507,0,,0.22645,,2.0269,0.37159,0.43836,2.9863,,0,,2.9205,,,5.2329,,2.6301,0.19178,3.8082,21.0411,4.9041,,15.863,3.7534,0.41096,3.1507,,0.46575,1.3973,71.1445,24.1062,6.6009,0,0.58096,17.6003,0.91969,,3.927,11.4049,1.941,0,6.353,0,1.1861,0,2.9844,3.4031,,,24.3611,,5.4705,29.3008,,0,,1.2412,1.2682,7.2461,9.0594,0.54979,0.40444,0,9.8421,3.7619,0,42.0588,3.2467,0.66795,0.28027,15.2548,,63.9123,13.2321,0.54849,27.3973,14.1546,0,3.7206,,1.114,14.1632,2.5325,,,2.7309,0.089593,,0.076418,,,0.39291,0.36279,4.5117,4.8845,0.073967,,2.005,0.28294,0.45338,0.066188,0.30644,0,5.3323,0.16846,,6.4219,,0.32877,0.30137,0,0.00088603,0.074553,0.030505,0.3577,0.071009,0.2118,61.3973,218.3014,2,3.1233,58.735,26.8233,38.8765,64.7753,,6.8245,,,,0,,,0,0.030277,0,,15.9845,5.4608,,2.3397,0,0,0,,11.0471,,,,,0,9.726,0,0.027397,14.1259,0.0059944,,0,970.1927,,,,,,0.81697,2.5682,8.9534,6.8699,3.0121,2.8904,1.5732,5.8603,1.3699,0,,155.1986,10.3522,,
