,,FOOD,Wheat,Rice (Milled Equivalent),Barley,Maize,Rye,Oats,Millet,Sorghum,Buckwheat,Fonio,Triticale,Mixed grain,Cereals; nes,Popcorn,Quinoa,Canary seed,Cassava,Potatoes,Sweet Potatoes,Yams,Yautia (cocoyam),Taro (cocoyam),Roots and tubers; nes,Flour of roots and tubers,Sugar Cane,Sugar; Non-Centrifugal,Sugar (Raw Equivalent),Sweeteners; Other,Honey,Beans,Peas,Broad beans; horse beans; dry,Chick peas,Cow peas; dry,Pigeon peas,Lentils,Bambara beans,Vetches,Lupins,Pulses; nes,Flour of pulses,Brazil nuts; with shell,Cashew nuts; with shell,Chestnuts,Almonds; with shell,Walnuts; with shell,Pistachios,Kolanuts,Hazelnuts; with shell,Areca nuts,Nuts; nes,Prepared nuts (exc. groundnuts),Soyabeans,Groundnuts (Shelled Eq),Sunflowerseed,Rape and Mustardseed,Cottonseed,Coconuts - Incl Copra,Sesameseed,Palmkernels,Olives,Oilcrops; Other,Soyabean Oil,Groundnut Oil,Sunflowerseed Oil,Rape and Mustard Oil,Cottonseed Oil,Palmkernel Oil,Palm Oil,Coconut Oil,Sesameseed Oil,Olive Oil,Ricebran Oil,Maize Germ Oil,Oilcrops Oil; Other,Tomatoes,Onions,Cabbages and other brassicas,Artichokes,Asparagus,Lettuce and chicory,Spinach,Cassava leaves,Cauliflowers and broccoli,Pumpkins; squash; and gourds,Cucumbers and gherkins,Eggplants (aubergines),Chillies and peppers; green,Onions (inc. shallots); green,Garlic,Leeks; other alliaceous veg.,Beans; green,Peas; green,Leguminous vegetables; nes,String beans,Carrots and turnips,Okra,Maize; green,Mushrooms and truffles,Chicory roots,Vegetables; fresh; nes,Vegetables; dried; nes,Vegetables; dehydrated,Vegetables in vinegar,Vegetables; preserved; nes,Vegetables; frozen,Vegetables in tem. preservatives,Vegetables prepared or preserved; frozen,Homogenous vegetables prepared,Watermelons,Other melons (inc. cantaloupes),Coffee substitutes; cont. coffee,Oranges; Mandarines,Lemons; Limes,Grapefruit,Citrus; Other,Bananas,Plantains,Apples,Pineapples,Dates,Grapes,Pears,Quinces,Apricots,Sour cherries,Cherries,Peaches and nectarines,Plums and sloes,Stone fruit; nes,Pome fruit; nes,Strawberries,Raspberries,Gooseberries,Currants,Blueberries,Cranberries,Berries; nes,Figs,Mangos; mangosteens; guavas,Avocados,Persimmons,Cashewapple,Kiwi fruit,Papayas,Fruit; tropical fresh; nes,Fresh fruit; nes,Fruit dried; nes,Fruit juice; nes,Fruit; prepared; nes,Homogenized; cooked fruit prepared,Coffee,Cocoa Beans,Tea,Pepper,Pimento,Cloves,Vanilla,Cinnamon (canella),Nutmeg; mace; and cardamoms,Anise; badian; fennel; coriander,Ginger,Spices; nes,Wine,Beer,Beverages; Fermented,Beverages; Alcoholic,Bovine Meat,Mutton & Goat Meat,Pigmeat,Poultry Meat,Bird meat; nes,Horse meat,Meat of asses,Meat of mules,Camel meat,Rabbit meat,Meat of other rodents,Meat of other camelids,Game meat,Meat; dried; nes,Meat; nes,Snails; not sea,Offals of cattle; edible,Offals of sheep; edible,Offals of goats; edible,Offals of pigs; edible,Offals; liver; chicken,Offals; liver; geese,Offals; liver; duck,Offals; nes,Butter; cow milk,Ghee; butteroil of cow milk,Butter of buffalo milk,Ghee oil of buffalo milk,Butter; ghee of sheep milk,Cream,Fats; Animals; Raw,Fish; Body Oil,Fish; Liver Oil,Hen eggs; in shell,Eggs; liquid,Eggs; dried,Other bird eggs; in shell,Cow milk; whole; fresh,Buffalo milk; whole; fresh,Sheep milk; whole; fresh,Goat milk; whole; fresh,Camel milk; whole; fresh,Product of natural milk constit.,Ice cream and edible ice,Freshwater Fish,Demersal Fish,Pelagic Fish,Marine Fish; Other,Crustaceans,Cephalopods,Molluscs; Other,Aquatic Animals; Others,Aquatic Plants,Miscellaneous + (Total),Wheat Flour,Corn Flour,Millet Flour,Sorghum Flour
,,UNIT,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day,g/person/day
ISO3,COUNTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,Afghanistan,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
ALB,Albania,,3.7995,20.7671,0.43836,0.96438,1.6438,0,,,0,,0,0,0,,,,0,68.3425,11.1058,,,,0,0,,,45.4247,65.1233,2.5205,13.0411,0,0.030441,0.00086975,,,0.0345,,,,0.17395,0,0.0014889,0.0038537,2.9076,0.035325,0.16037,0.022127,,0.040159,,1.9589,0.50668,0,0.52055,,0,,0.014247,,,53.8904,,0.16438,0.027397,10.6027,0.082192,,,,,,1.6438,,0.68493,2.5205,142.8575,59.5726,18.3768,0,0.00038956,5.5254,7.2852,,1.7019,5.537,48.8779,14.2395,40.9311,20.7088,5.4125,10.8331,6.0814,1.4903,0.071297,,4.1226,5.057,0.01549,0.76373,,8.2906,,0.077178,0,0.81,0.19152,0.16979,0.032942,0.0058802,68.4318,24.7081,0,30.3167,2.421,1.3359,1.8855,9.7841,,53.3096,0.12575,8.6512,117.0548,7.6051,1.8464,2.8036,11.2757,9.7997,11.9274,20.5296,,,0.040827,,0,0,0,0.0016371,,14.8507,0,0.0074169,,,0.94528,0,0.0098748,5.6429,0.0093018,3.2374,1.463,0.047609,,1.074,,0.027397,0.027397,,0,0,0,0,0,0,18.0274,68.274,0,2.9589,21.7635,14.6956,16.893,24.8534,,0,,,,0,,,0,0,0,,4.8572,3.459,,1.6109,0.89846,,0,,2.7684,,,,,0.38356,6.9863,0,0,13.7754,0.0098406,,0,682.811,0.0072942,62.0007,50.8163,,,1.4917,1.2841,0.84329,4.3482,0.54192,0.14384,0.63288,0.86959,0,0,,297.1551,7.1172,,
DZA,Algeria,,49.4164,7.5616,36.9863,5.1068,0,0,,0.0027397,0,,0,0,0.019472,,,,0.023014,134.9795,,,,,0,0,,,83.5342,1.6438,0.41096,3.589,1.3425,2.4832,5.2151,,,5.8586,,,,0.012886,9.0387e-05,0.0017822,0.063513,0,1.9718,0.037078,0.026876,,0.0093953,,0.0021289,0.095692,0,0.90411,,0,,0.49863,0.21918,,2.6575,,22.0548,1.0137,5.6164,1.1233,,,1.6712,0.21918,0,3.1507,,0.16438,1.6712,54.0764,63.2959,2.5474,1.2829,3.5725e-05,0.00061541,0.00019413,,2.9636,11.8072,7.5544,4.9509,21.3991,0,4.4002,0.0026207,3.1735,5.5775,16.2378,,19.4286,,0.1138,0.077112,,23.5917,,0.015031,0.035321,0.30892,0.8696,0.0075494,0.01609,0.0036399,42.8973,0.0045858,0,39.5631,2.4397,0.072603,0.10192,2.4723,0,30.9699,0.1537,41.9597,31.0959,15.3238,0.49601,13.1436,,0.33925,10.3843,7.2749,0.84502,,0,,,,,,,8.6045,,0.0061251,,,0.10069,8.698e-05,0.0047319,5.1643,0.0044468,0.40334,0.8985,0.012346,,1.6219,,0.082192,1.1507,0,0,0.080869,0.0043613,0.3645,0.11842,0.037554,0.027397,10.7945,0,0.19178,7.1458,12.8829,0.017433,12.9133,,0.02923,,,,0.60061,,,,0,0,,1.2492,1.7582,,0.00087069,0,,0,,0.75399,,,,,,0.79452,0,0,15.1524,0.00017422,,0,149.0446,,21.6013,18.0011,,,0.0017281,0.047123,0.38521,4.6877,0.4663,0.054795,0.054247,0.018904,0,0,,351.3509,37.6885,,0.022192
AGO,Angola,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
ATG,Antigua and Barbuda,,1.7663,30.3014,,0.84384,,8.1918,,,,,0,,0,,,,2.3474,28.7877,6.5885,3.3929,,0,0,0,,,74.4658,11.4795,0.13699,3.7534,1.2329,0,0,,,0,,,,,0,0,0,,,0,0,,0,,0,0,0.054795,0.57534,,0,,2.4932,,,0,0,10.9589,0.027397,0,,0.21918,,,,,0.90411,,0.21918,9.3973,23.1236,10.2077,2.8422,0,0.017671,1.6604,0,,0.016671,7.79,2.4256,9.3174,1.9754,,0.89923,0,2.6407,0,,,9.2584,,2.2558,0.058803,,0,,0.062982,9.0065,3.9679,2.3792,0.094473,0.15341,0.12596,0.17338,12.8599,0,83.5858,7.6195,2.454,0.22932,11.9233,0,4.4384,6.9025,0,4.2466,1.2883,0,0.026624,,0,0.080302,0.50361,,,0,,,,,,,0,28.3237,4.3429,,,0.021471,0.088748,146.2763,25.7654,0.56407,33.3519,3.2807,0.028628,,1.7534,,0.13699,0,,0,0,0,0,0,0,13.0959,47.1233,3.3425,11.8356,16.6061,7.6823,18.8281,98.7532,,,,,,0,,,,0,0,,0,0,,0,0,0,,,0,,,,,0.71233,4.5479,0,0,7.9811,0,,3.7451,205.6369,,,,,,7.7783,0.89534,9.0888,15.4855,23.4915,4.4315,0.56055,20.2652,,0,,138.1424,6.2275,,
ARG,Argentina,,2.8405,22.4932,0,2.7452,0,2.6575,,,0,,,0,0,,,,4.3956,69.8219,15.8795,,,,0,0,,,112.2466,16.8219,0.13699,0.19178,0.054795,1.0919,0.2542,,,0.041462,,,0.01045,,0,0.0016045,0.095518,5.1271e-05,0.10762,0.2138,0,,0.006464,,0,0.017482,0,,,0,,0.6411,0.082192,,0.054795,,7.3973,0,29.8904,0.082192,0.49315,,0.27397,0.32877,0,0.27397,,0.9589,0,53.0872,35.9537,0,2.5507,0.33388,0,0,,0,19.3699,0,0.0087211,9.0991,,2.6513,0,0.26496,1.3621,,3.1073,15.0749,,0.26039,0.26377,,0,,0.10927,0.03244,0,0,0.0062655,0.0046781,0,4.9021,3.0291,0,42.9384,15.8019,4.7627,,21.0937,,35.0877,1.1178,0,1.5068,15.4872,0.8759,1.2474,,0.18218,17.4031,4.2497,,,0.70926,,,,,,,0.06372,0.13331,0.53453,,,0.45399,0.10937,0,0,0,0,0,0.0043496,,1.9507,,0.082192,0.16438,0,6.7859e-05,0.0075323,0.014386,0.090795,0.0097716,0.099212,66.2192,115.7808,0.082192,5.2055,84.8947,2.4385,14.4697,60.1869,,0.50515,,,,0.2465,,,2.8274,0,0.0036925,,14.4461,0.23597,,1.0138,0,0,,,3.0749,,,,,0.19178,4.7671,0,0,28.7771,0,,,673.6041,,,,,,0,0.16493,2.1967,2.4893,0.037808,0.17808,1.4466,1.5879,0,0,,222.1593,20.2596,,
ARM,Armenia,,329.3753,10.0822,0.027397,0.16438,0.24658,0.63014,,,0,,0,0,5.2631,,,,,99.4931,,,,,0,,,,109.7534,0.84932,1.726,,,0,0,,,0,,,,0,0,0,0.05681,0.0029589,0.039649,0.98161,0.015682,,0.2214,,0.0076561,0,0,0.76712,,0,,0.12822,0.9863,,2.0274,0,1.0137,0,10.0822,0,0,0.027397,,2.3836,0,0.054795,,0.32877,6.6575,197.1085,38.2685,73.5363,,,0,,,4.3344,0.0075535,52.5889,0.16262,0.0080123,0,8.3697,0,0,0.093907,,,15.8594,,0.6651,0.70546,,132.9136,,0.0043645,0.2383,0.98638,0,0.10388,0,0.0026187,60.3525,0.0054818,0,11.1898,0.84452,1.1036,2.6753,4.9271,,34.7918,0.25151,0.49863,40.6393,12.2436,0.3789,4.4753,1.1452,1.1159,18.2096,3.1016,0.22661,,0,,,,,,8.1542,0.16601,0.004251,0.0048257,,,0.25738,0.00050539,2.381,1.3364,0,1.5039,0,0.0065212,,4.1205,,0,0.054795,,0,0,0,0,0,0,4.4658,17.1781,0.32877,8.7671,27.9772,5.7617,10.5821,24.3494,,,,,,0,,,,0,0,,7.2683,1.3811,,1.1856,0.49369,,,,3.7661,,,,,0.027397,9.2055,0,0,29.4773,0,,0.35424,461.2141,,33.6767,2.3988,,,0,1.7671,0.062466,1.3901,0.18904,0.0068493,0,0.018904,,0,,28.9118,0,,
AUS,Australia,,2.0167,31.3699,,1.3671,1.5342,0.35616,,,0,,0,,0,,,,0.43726,111.5342,3.6296,,,,0.12094,0.046714,,,102.1918,22.3014,1.6986,0.21918,1.8904,0.35598,0.87663,,,0.025836,,,3.5251,,0.0085153,0.13689,4.3692,0.003505,6.119,0.38939,0,,0.25418,,2.0782,0.40832,0.43836,3.5616,,0,,3.0345,,,6.1096,,3.0411,0.19178,2.8493,26.9863,6.2192,,15.0137,1.2603,0.41096,4.6301,,0.54795,1.4521,72.9606,24.0105,7.0967,0,0.4752,16.8056,0.76625,,4.1724,9.4609,1.4288,0,5.2141,0,1.0792,0,2.9323,3.5029,,,21.1758,,4.689,24.9912,,0,,1.2496,1.409,7.452,7.0672,0.44186,0.2149,0,8.3057,4.212,0,42.3452,2.9277,0.68247,0.076438,21.4795,,65.6384,10.4375,0.69808,22.032,10.021,0,3.2902,,1.5627,12.085,2.074,,,3.233,0.068823,,0.064402,,,0.14223,0.39266,3.9472,3.9573,0.066049,,2.1928,0.5199,0.39479,0.16677,0.35119,0,8.3119,0,,6.2027,,0.32877,0.32877,0,0,0.078264,0.035586,0.48401,0.066647,0.32217,65.5342,209.863,2.8493,2.7397,57.8651,24.2769,38.9463,69.6069,,3.9272,,,,0,,,0,0,0,,15.7871,4.3077,,2.313,0,0,0,,10.3562,,,,,0.027397,10.2192,0,0.027397,14.8963,0.018327,,0,930.2599,,,,,,1.5497,2.5918,8.6932,6.5627,3.1129,3.2397,1.4466,6.1627,1.1233,0,,157.7271,10.0894,,
